Name_HG,Image_HG,Slogan,Tags,Price,Player,Time,Age,Year,Manufacture,Equipment,Url_game_hg,Transliterated_name
Перекрёстный огонь,https://hobbygames.ru/image/cache/hobbygames_beta/data/CrowD_Games/Crossfire/Crosffire00-1000x416-wm.jpg,Устранить главаря!,"Вечериночные игры,Игры для компании",890 ,5-10,5-10,14+,2020,Crowd Games,"Песочные часы на 3 минуты,19 карт ролей,3 карты снайперских пуль,Правила игры ,Размер коробки: 115x165x35 мм ,Вес: 0.2 кг",https://hobbygames.ru/perekrestnij-ogon,Perekrestnyj ogon'
Jumanji (2021),https://hobbygames.ru/image/cache/hobbygames_beta/data/Spin_Master/Jumanji/HG/Jumanji-1000x416-wm.jpg,Собирайтесь в опасное путешествие!,"Jumanji,Вечериночные игры,Детские игры,Кооперативные игры,Приключенческие игры,Семейные игры",2 790 ,2-4,,5+,2021,Spin Master,"Игровое поле,4 деревянные фишки,Фигурка носорога,Часы,Кубик,4 кубика спасения,30 карт испытаний,Декодер,Лист наклеек для кубика,Правила игры ,Размер коробки: 365x275x60 мм,Вес: 0.93 кг",https://hobbygames.ru/jumanji-2021,Jumanji (2021)
BattleTech. Настольная игра,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/BattleTech/Boardgame/BattleTech_Boardgame-1000x416-wm.jpg,Битва за галактику начинается!,"Battletech,Дуэльные игры,Стратегические игры,Хардкорные игры",3 990 ,2,90-120,14+,2020,Hobby World,"8 собранных и неокрашенных пластиковых миниатюр,56-страничная книга правил,16-страничная брошюра с карточками мехов,16-страничный обзор вселенной BattleTech,24-страничный рассказ,8 карточек пилотов,2 листа с памятками,2 цветные двухсторонние карты местности,Набор фишек дополнительных мехов и ландшафта,8 карточек Альфа-удара,2 шестигранных кубика ,Размер коробки: 316x226x72 мм,Размер карт: 63x89 мм (рекомендуются протекторы из данного раздела,16 шт.),Вес: 1.315 кг",https://hobbygames.ru/battletech-nastolnaja-igra,BattleTech. Nastol'naja igra
Я планета,https://hobbygames.ru/image/cache/hobbygames_beta/data/Prostue_pravila/Ya_Planeta/ya_planeta-1000x416-wm.JPG,Космическая викторина,Детские игры,2 950 ,3-8,40+,10+,2022,Простые Правила,"Космическое игровое поле,224 карты с фактами о планетах,8 фишек планет,8 планшетов,2 деревянных кубика,Правила игры ,Размер коробки: 275х397х80 мм,Вес: 1.27 кг",https://hobbygames.ru/ja-planeta,Ja planeta
Безумная кухня,https://hobbygames.ru/image/cache/hobbygames_beta/data/Muravey_games/Bezumnaya_Kuhnya/Bezumnaya_Kuhnya-1000x416-wm.jpg,Накормить посетителей,"Игры для компании,Карточные игры,Семейные игры",1 290 ,2-8,25+,10+,2020,Muravey Games,"57 карт заказов,43 карты ингредиентов,28 карт инструментов,11 карт разовых улучшений,2 карты тарелок,Песочные часы,Планшет,Маркер для планшета,Жетон заказа,Ящики для ингредиентов,Правила игры ,Размер коробки: 243x243x45 мм,Размер карт: 63x88 мм (рекомендуются протекторы из данного раздела,141 шт.),Вес: 0.598 кг",https://hobbygames.ru/bezumnaja-kuhnja,Bezumnaja kuhnja
Космодром,https://hobbygames.ru/image/cache/hobbygames_beta/data/Magellan/Kosmodrom/Kosmodrom00-1000x416-wm.jpg,Готовьтесь к запуску!,"Карточные игры,Семейные игры,Стратегические игры",483 ,2-4,30-60,10+,2020,Magellan,"140 игровых карт,4 карты с подсказками,Правила игры ,Размер коробки: 150x230x50 мм,Вес: 0.405 кг",https://hobbygames.ru/kosmodrom,Kosmodrom
Чупер,https://hobbygames.ru/image/cache/hobbygames_beta/data/Prostue_pravila/Chuper/Chuper-1000x416-wm.jpg,Полезные сладости,"Вечериночные игры,Игры для компании,Карточные игры,Семейные игры",590 ,2-8,15,6+,2021,Простые Правила,"60 карт со сладостями,6 суперкарт,Правила игры ,Размер коробки: 95x127x30 мм,Вес: 0.146 кг",https://hobbygames.ru/chuper,Chuper
Тройное домино,https://hobbygames.ru/image/cache/hobbygames_beta/data/10_Korolevstvo/Troynoe_domino/HG/Troinoe_Domino-1000x416-wm.jpg,"Не бермудские, но треугольники!","Детские игры,Домино,Классические игры,Логические игры",490 ,2-6,,7+,2021,Десятое королевство,"56 деревянных фишек,Мешок для хранения,Правила игры ,Размер коробки: 140x115x35 мм,Вес: 0.14 кг",https://hobbygames.ru/trojnoe-domino,Trojnoe domino
Озорные лягушата,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Ozornie_Ljagushata/Ozornie_ljagushata_00-1000x416-wm.JPG,Кавардак в пруду,"Детские игры,Карточные игры",790 ,2-4,20,5+,2023,Стиль Жизни,"60 карт,Правила игры ,Размер коробки: 96x123x21 мм,Вес: 0.14 кг",https://hobbygames.ru/ozornie-ljagushata,Ozornye ljagushata
Насекомцы,https://hobbygames.ru/image/cache/hobbygames_beta/data/Prostue_pravila/Nasecomci/Nasecomci00-1000x416-wm.jpg,В цепких лапах паучка,"Детские игры,Игры для компании",1 490 ,2-7,15+,3+,2019,Простые Правила,"Игровое поле,состоящее из 4-х секций-пазлов,6 фигурок насекомых,2 деревянных кубика,Деревянная чашка-паук,Правила игры ,Размер коробки: 210х210х35 мм,Вес: 0.405 кг",https://hobbygames.ru/nasekomci,Nasekomtsy
Коридор для малышей,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Koridor_Junior/Koridor_Dlya_Malishey-1000x416-wm.jpg,Найди самую короткую тропинку!,"Детские игры,Интерактивные игры",1 990 ,2-4,10+,4+,2019,Стиль Жизни,"4 деревянных фишки зверят,16 деревянных кустов,Игровое поле,Правила игры ,Размер коробки: 213x213x21 мм,Вес: 0.37 кг",https://hobbygames.ru/koridor-dlja-malishej,Koridor dlja malyshej
Немезида: Карноморфы,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Nemesis/Nemesida_Carnomorphs/Photos/Nemesida_Carnomorphs00-1000x416-wm.jpg,"Может, вернуться в горящий отсек?","Немезида,Игры для компании,Кооперативные игры,Полукооперативные игры,Хардкорные игры",6 990 ,1-5,60-120,13+,2021,Hobby World,"20 фигурок карноморфов,65 карт,15 жетонов,Планшет карноморфов,Правила дополнения ,Размер коробки: 302x201x82 мм,Размер карт: 63x88 мм (рекомендуются протекторы из данного раздела,57 шт.),Размер карт: 44x67 мм (рекомендуются протекторы из данного раздела,8 шт.),Вес: 0.81 кг",https://hobbygames.ru/nemezida-karnomorfi,Nemezida: Karnomorfy
Эверделл: Острые хребты,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Everdell/Ostrye_khrebty/everdell_spirecrest_00-1000x416-wm.jpg,Познайте тайны гигантов!,"Эверделл,Семейные игры,Стратегические игры,Экономические игры",4 990 ,1-4,60-90,10+,2021,Hobby World,"33 карты открытий,12 карт погоды,30 жетонов маршрута,6 фишек лис,12 фишек зайцев-исследователей,5 фишек крупных существ,6 сёдел,Фишка лягушки,12 жетонов победных очков,Игровое поле,Правила дополнения ,Размер коробки: 297x297x54 мм,Размер больших карт: 64x89 мм (рекомендуются протекторы из данного раздела,33 шт.),Размер малых карт: 43x65 мм (рекомендуются протекторы из данного раздела,12 шт.),Вес: 1.095 кг",https://hobbygames.ru/jeverdell-ostrie-hrebti,Everdell: Ostrye hrebty
"Тако, кот, коза, сыр, пицца (2018)",https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Tako_kot_koza_syr_pizza/Taco_00-1000x416-wm.jpg,"Нарвал, сурок, горилла","Вечериночные игры,Игры для компании,На ловкость,Карточные игры",417 ,2-8,10,8+,2021,Hobby World,"64 карты,Правила игры ,Размер коробки: 105х197x40 мм,Размер карт: 63x88 мм (рекомендуются протекторы из данного раздела,64 карты),Вес: 0.16 кг",https://hobbygames.ru/tako-kot-koza-sir-picca-2018,"Tako, kot, koza, syr, pitstsa (2018)"
Root,https://hobbygames.ru/image/cache/hobbygames_beta/data/CrowD_Games/Root/Hobby Games/Root-1000x416-wm.jpg,Кому достанется лес?,"Root,Игры для компании,Стратегические игры,Хардкорные игры",3 990 ,2-4,60-90,10+,2019,Crowd Games,"Двухстороннее игровое поле,2 кубика сражений,56 деревянных воинов,98 карт,93 жетона,4 планшета фракций,Правила игры,""Законы леса"",Памятка быстрого старта ,Размер коробки: 290x225x75 мм,Размер карт: 63,5x88 мм,Вес: 1.624 кг",https://hobbygames.ru/root,Root
Тюльпаномания,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Tjulpanomanija/HG/tyulyanomaniya-1000x416-wm.jpg,Флорист с Уолл Стрит,"Новинки 2022 года,Игры для компании,Стратегические игры,Экономические игры",2 490 ,3-5,50-70,13+,2022,Hobby World,"Игровое поле,51 карта тюльпанов,Карта чёрного тюльпана,8 карт коллекционеров,11 карт событий,3 фишки цен,15 жетонов покупок,120 жетонов гульденов,5 ширм игроков,3 жетона первого игрока,Правила игры ,Размер коробки: 255x255x62 мм,Размер карт: 100x65 мм (рекомендуются протекторы из данного раздела,71 шт.),Рекомендуемые органайзеры для хранения компонентов: ,UTS Token TWO (3 шт.),Вес: 0.795 кг",https://hobbygames.ru/tjulpanomanija,Tjul'panomanija
Эмпатика,https://hobbygames.ru/image/cache/hobbygames_beta/data/Prostue_pravila/Empatika/empatika-1000x416-wm.JPG,С кем вы на одной волне?,"Вечериночные игры,Игры для компании,Семейные игры",1 950 ,3-6,60,12+,2022,Простые Правила,"100 карт с событиями,15 карт с вопросами про эмоции,15 игровых фишек,18 цветовых маркеров игроков,Трек для подсчёта очков,Кубик,Игровое поле,Правила игры ,Размер коробки: 252х252х49 мм,Вес: 0.53 кг",https://hobbygames.ru/jempatika,Empatika
Остров Дракона,https://hobbygames.ru/image/cache/hobbygames_beta/data/Interhit/Ostrov_Drakona/Ostrov_Drakona00-1000x416-wm.jpg,"Захватив остров, получаем весь мир!","Приключенческие игры,Стратегические игры",1 690 ,2-4,60-180,8+,2020,ИнтерХит,"Игровое поле из 7 частей,4 Ширмы,2 кубика D8,12 кораблей,52 монеты,13 карт заданий,8 фишек зелёных драконов,4 фишек красных дракона,2 фишек золотых дракона,8 фишек магов,12 фишек солдат,14 фишек баллист,12 фишек железа,8 фишек камней дракона,24 фишки медалей славы,Правила игры ,Размер коробки: 310x310x60 мм,Вес: 1.47 кг",https://hobbygames.ru/ostrov-drakona,Ostrov Drakona
Парк Менеджер,https://hobbygames.ru/image/cache/hobbygames_beta/data/Gemenot/Park_Menedzher/Park_Menedjer-1000x416-wm.jpg,Обустройте уголок для каждого зверя!,"Игры для компании,Семейные игры,Стратегические игры",3 000 ,2-5,40+,10+,2020,Геменот,"5 тайлов входа,5 маркеров подсчёта очков,5 фигурок игрока ,9 тайлов целей,112 парковых тайлов,Трек подсчёта очков,Правила игры ,Размер коробки: 340x230x50 мм,Вес: 0.922 кг",https://hobbygames.ru/park-menedzher,Park Menedzher
Зельеварение. Потерянные талисманы,https://hobbygames.ru/image/cache/hobbygames_beta/data/Pravilnye_igry/Zeljevarenje/Poterjannie_talismani/Poterjannie_talismani_00-1000x416-wm.JPG,Новые эликсиры и многое другое,"Зельеварение,Логические игры",250 ,2-6,30-60,10+,2023,Правильные Игры,"14 карт ,Размер коробки: 93x135x15 мм,Вес: 0.03 кг",https://hobbygames.ru/zelevarenie-poterjannie-talismani,Zel'evarenie. Poterjannye talismany
Мемо,https://hobbygames.ru/image/cache/hobbygames_beta/data/Neskuchnye_Igry/Memo_Mir_Dinozavrov-1000x416-wm.jpg,Изучаем доисторических ящеров,"Детские игры,Игры для компании,Игры на внимание,Семейные игры",220 ,2-6,10-20,5+,2019,Нескучные Игры,"50 карт,Брошюра с описанием ,Размер карт: 92x63 мм ,Размер коробки: 170x125x40 мм,Вес: 0.155 кг",https://hobbygames.ru/memo-mir-dinozavrov,Memo
ZKD,https://hobbygames.ru/image/cache/hobbygames_beta/data/Magellan/ZKD/ZKD00-1000x416-wm.jpg,Зачищаем район,"Вечериночные игры,Игры в дорогу,Игры для компании,Карточные игры",126 ,4-8,15-20,16+,2020,Magellan,"47 карт: ,24 карты честности,4 карты оружия,17 карт снаряжения,Карта хода,2 карты ранения,Правила игры ,Размер коробки: 90x120x30 мм,Вес: 0.1 кг",https://hobbygames.ru/zkd,ZKD
Фанты. Игра для взрослых: Туса,https://hobbygames.ru/image/cache/hobbygames_beta/data/Fanty/Fanti_Tusa-1000x416-wm.jpg,Чуть за гранью обычного веселья,"Игры для взрослых,Фанты. Игра для взрослых",1 190 ,2+,,18+,2021,"ООО ""Фанты""","100 карточек с фантами,100 карточек с вопросами,Правила игры ,Размер коробки: 210x205x45 мм,Вес: 0.12 кг",https://hobbygames.ru/igra-dlja-vzroslih-fanti-tusa,Fanty. Igra dlja vzroslyh: Tusa
Bicycle Star Wars Silver (белая колода),https://hobbygames.ru/image/cache/hobbygames_beta/data/Cardician/Karti/Star_Wars_Cards_Silver_White-1000x416-wm.jpg,Станьте частью Альянса,"Карты,Дизайнерские колоды,Фигурки и сувениры",1 490 ,,,18+,2021,Cardician,"54 карты ,Размер коробки: 91x65x18 мм,Размер карт: 88,8x63,5 мм,Вес: 0.1 кг",https://hobbygames.ru/bicycle-star-wars-silver-belaja-koloda,Bicycle Star Wars Silver (belaja koloda)
Видишь белку?,https://hobbygames.ru/image/cache/hobbygames_beta/data/Magellan/VidishBelku/vidishbelku-1000x416-wm.jpg,Видишь белку? А она ест!,"Детские игры,Интерактивные игры",1 253 ,2-4,10+,3+,2019,Magellan,"Разноцветное поле,Четыре дупла,20 разноцветных желудей,Белка-хваталка,Вертушка,Правила игры,Вес: 0.594 кг",https://hobbygames.ru/vidish-belku,Vidish' belku?
Каркассон: Бродячий цирк,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Karkasson/Brodyachij_cirk/Kakasson_Cirk_1-1000x416-wm.jpg,Под большим куполом,"Каркассон,Игры для компании,Семейные игры,Стратегические игры",990 ,2-6,40+,7+,2020,Hobby World,"Фишка шатра,16 жетонов животных,12 квадратов с палаточным лагерем,8 квадратов акробатов,6 фишек директоров цирка,Правила игры ,Размер коробки: 190x137x64 мм,Вес: 0.235 кг",https://hobbygames.ru/karkasson-brodjachij-cirk,Karkasson: Brodjachij tsirk
Экономикус. Карточная игра,https://hobbygames.ru/image/cache/hobbygames_beta/data/Ekonomikuc/Ekonomikus_Card-1000x416-wm.jpg,Займитесь настоящей экономикой,"Игры для компании,Экономические игры",690 ,2-5,15+,6+,2019,Экономикус,"Коробка ""крышка-дно"" 120х120х40 мм,72 карты отраслей ,3 карты-подсказки,10 жетонов Звёзд Репутации,Правила игры ,Размер коробки: 120х120х40 мм,Размер карт: 63х89 мм,Вес: 0.205 кг",https://hobbygames.ru/jekonomikus-kartochnaja-igra,Ekonomikus. Kartochnaja igra
Ночь в музее,https://hobbygames.ru/image/cache/hobbygames_beta/data/Bumbaram/Noch_V_Muzee/Noch_V_Muzee-1000x416-wm.jpg,Экскурсия в темноте,"Детские игры,Интерактивные игры,Семейные игры",490 ,2,,3+,2021,Бумбарам,"Специальное игровое поле с эффектом ""темноты"",100 карточек,2 фонарика из картона ,Размер коробки: 300x210x30 мм,Вес: 0.17 кг",https://hobbygames.ru/noch-v-muzee,Noch' v muzee
Шерлок Холмс,https://hobbygames.ru/image/cache/hobbygames_beta/data/Zvezda/Sherlock_holms/Sherlok_Holms-1000x416-wm.jpg,Кто убийца?,"Детективные игры,Игры для компании,Логические игры,Приключенческие игры",1 790 ,2-5,30-45,10+,2019,Zvezda,"Игровое поле,5 блокнотов игроков,6 фишек игроков,66 карт,30 жетонов улик,5 жетонов игроков,Правила игры ,Размер коробки: 295x295x75 мм,Вес: 0.73 кг",https://hobbygames.ru/sherlok-holms,Sherlok Holms
Alias Family: Скажи иначе. Для всей семьи,https://hobbygames.ru/image/cache/hobbygames_beta/data/Tactic/Alias_family/Alias_family2021/Alias_Family-1000x416-wm.jpg,"Дети, а также их родители!","Вечериночные игры,Детские игры,Игры для компании,Командные игры,Alias (Скажи иначе),Семейные игры",1 990 ,3-8,45+,7+,2021,Tactic,"200 семейных карточек,80 карточек для взрослых,20 карточек с заданиями,Песочные часы,8 фишек,Игровое поле,Сборная рулетка,Правила игры ,Размер коробки: 250x250x63 мм,Вес: 0.945 кг",https://hobbygames.ru/alias-skazhi-inache-dlja-vsej-semi-2,Alias Family: Skazhi inache. Dlja vsej sem'i
Викторина,https://hobbygames.ru/image/cache/hobbygames_beta/data/10_Korolevstvo/Zebra_igra_viktorina/HG/Zebra-1000x416-wm.jpg,Интеллектуальный аукцион,"Викторины,Детские игры,Игры для компании,Семейные игры",450 ,2-6,,8+,2021,Десятое королевство,"308 карт с вопросами,12 карт с ответами,6 фишек,Игровое поле,Правила игры ,Размер коробки: 370x243x40 мм,Размер игрового поля: 590x410 мм,Размер карт: 45x65 мм,Вес: 0.46 кг",https://hobbygames.ru/zebra-igra-viktorina,Viktorina
Читачки,https://hobbygames.ru/image/cache/hobbygames_beta/data/Prostue_pravila/Chitachki/chitachki-1000x416-wm.JPG,Добрые гномы научат читать,Детские игры,990 ,2-4,20,6+,2022,Простые Правила,"100 карт,4 планшета с гномами,100 кристаллов,Правила игры ,Размер коробки: 141х217x36 мм,Вес: 0.205 кг",https://hobbygames.ru/chitachki,Chitachki
Кошки-Мышки: Захвати печеньки!,https://hobbygames.ru/image/cache/hobbygames_beta/data/Gemenot/Koshki_Myshki_Zahvati_Pechenki/Zahvati_Pechenki-1000x416-wm.jpg,"Рыбка для котов, сыр для мышей","Вечериночные игры,Игры для компании,Карточные игры,Семейные игры",600 ,3-6,15-20,14+,2020,Геменот,"36 больших карт с рисунками,Правила игры,Вес: 0.146 кг",https://hobbygames.ru/koshki-mishki-zahvati-pechenki,Koshki-Myshki: Zahvati pechen'ki!
Вирус,https://hobbygames.ru/image/cache/hobbygames_beta/data/Lavka_Games/Virus/Virus00-1000x416-wm.png,"Мутировать, заражать, распространяться",Стратегические игры,2 990 ,2-5,60-90,12+,2020,Lavka Games,"Игровое поле,40 жетонов вирусов,5 планшетов игроков,16 маркеров,8 жетонов области,4 жетона обострений,30 карт областей,25 карт базовых мутаций,13 карт событий,22 карты мутации,Правила игры ,Размер карт: 63х88 мм,Размер коробки: 297x297x67 мм,Вес: 1.45 кг",https://hobbygames.ru/virus,Virus
Манчкин Warhammer Age of Sigmar: промокарта,https://hobbygames.ru/image/cache/hobbygames_beta/data/HobbyWorld/Munchkin_Warhammer_Age_of_Sigmar/promo_manchkin_aos_00-1000x416-wm.jpg,За Сигмара!,"Вечериночные игры,Манчкин,Игры для компании,Карточные игры",50 бон.,3-6,30+,12+,2021,Hobby World,,https://hobbygames.ru/manchkin-warhammer-age-of-sigmar-promokarta,Manchkin Warhammer Age of Sigmar: promokarta
Хуанхэ и Янцзы,https://hobbygames.ru/image/cache/hobbygames_beta/data/Lavka_Games/Huanhe_i_Janzi/Huanhe_i_Jandzi_1-1000x416-wm.jpg,Постройте свою династию,"Игры для компании,Семейные игры,Стратегические игры",3 490 ,2-4,90-180,14+,2020,Lavka Games,"Игровое поле,150 кубиков 5 цветов (чёрные,красные,зелёные,синие,жёлтые) двух типов (10 больших и 20 маленьких каждого цвета),4 ширмы игроков,20 жетонов лидеров 5 цветов (1 набор для каждого игрока),9 пагод (2 чёрные,2 красные,2 зелёные,2 синие,1 жёлтая),Красный маркер объединения,138 тайлов (42 чёрных,36 красных,24 зелёных,24 синих,12 жёлтых),Мешок для тайлов,Правила игры,Вес: 0.5 кг",https://hobbygames.ru/huanhje-i-janczi,Huanhe i Jantszy
Енот Федя,https://hobbygames.ru/image/cache/hobbygames_beta/data/Magellan/enot_fedya/enotfedya-1000x416-wm.jpg,Вечеринка с переодеванием,Детские игры,903 ,2-4,5-10,3+,2019,Magellan,"Четыре карты с енотами-непоседами,20 карт с костюмами,Два кубика: с цветами и одеждой,Вес: 0.292 кг",https://hobbygames.ru/enot-fedja,Enot Fedja
Assault of the Giants,https://hobbygames.ru/image/cache/hobbygames_beta/data/WizKids/Assault_of_the_Giants/HG/DnD_Assault_Of_The_Giants-1000x416-wm.jpg,Возглавьте свой клан!,"Игры для компании,Стратегические игры",9 990 ,3-6,60+,14+,2021,WizKids,"12 миниатюр великанов (от 60 до 90 мм в высоту),3 миниатюры охотников на великанов,14 карт лидера/чемпиона,3 карты охотников на великанов,54 карты команд,48 карт ресурсов,19 карт событий,18 карт заклинаний,6 карт сюжета,54 жетона отрядов,7 жетонов лидеров,116 других жетонов,12 боевых кубиков,Игровое поле ,Размер коробки: 315x315x120 мм,Вес: 2.6 кг",https://hobbygames.ru/assault-of-the-giants,Assault of the Giants
Data Monsters: Starter Kit,https://hobbygames.ru/image/cache/hobbygames_beta/data/Gemenot/Data_Monsters/Data_Monsters-1000x416-wm.jpg,Чьи данные больше?,"Коллекционные карточные игры (CCG),Игры для компании,Карточные игры",1 300 ,2-4,20-40,13+,2021,Геменот,"4 игровых комплекта по 20 карт,Комплект заданий - 15 шт. ,Размер коробки: 73х99х40 мм,Размер карт: 63х89 мм (рекомендуются протекторы из данного раздела),Вес: 0.205 кг",https://hobbygames.ru/data-monsters-starter-kit,Data Monsters: Starter Kit
Слово за слово,https://hobbygames.ru/image/cache/hobbygames_beta/data/Zvezda/Slovov_za_slovo/Slovo_Za_Slovo-1000x416-wm.jpg,Посидеть – поговорить,"Вечериночные игры,Игры для компании,Семейные игры",990 ,2+,30+,8+,2019,Zvezda,"13 кубиков,56 карт,Песочные часы,Правила игры ,Размер коробки: 160x160x65 мм,Вес: 0.286 кг",https://hobbygames.ru/slovo-za-slovo,Slovo za slovo
Шакал: Архипелаг. Карточная игра,https://hobbygames.ru/image/cache/hobbygames_beta/data/Magellan/Shakal_Arhipelag/Kartochnij/Shakal_Kartochnaya_Igra-1000x416-wm.jpg,Награбленного золота много не бывает,"Детские игры,Игры в дорогу,Игры для компании,Карточные игры,Шакал,Семейные игры",693 ,2-4,20+,6+,2020,Magellan,"45 карт островов,80 карт действий,Карта первого игрока,40 монет,Удобная сумка,Правила игры ,Размер коробки: 152x152x55 мм,Вес: 0.31 кг",https://hobbygames.ru/shakal-arhipelag-kartochnaja-igra,Shakal: Arhipelag. Kartochnaja igra
Котики,https://hobbygames.ru/image/cache/hobbygames_beta/data/CrowD_Games/Kotiki/HG/Kotiki-1000x416-wm.jpg,"Кис-кис, кис-кис","Интерактивные игры,Логические игры,Семейные игры",2 990 ,1-4,30-45,14+,2021,Crowd Games,"Блокнот для подсчёта очков,Мешочек для жетонов,5 двухсторонних планшетов подсчёта котиков,80 жетонов котиков,4 планшета одеял,108 жетонов цветных лоскутов,6 жетонов чёрно-белых лоскутов,Значок лучшего портного,Планшет для подсчёта пуговиц,24 жетона эскизов,52 жетона пуговиц,Правила игры ,Размер коробки: 240x240x70 мм,Вес: 1.555 кг",https://hobbygames.ru/kotiki,Kotiki
Викторина,https://hobbygames.ru/image/cache/hobbygames_beta/data/10_Korolevstvo/Chtoby_ne_popast_v_bedu_viktorina/HG/Chtobi_Ne_Popast_V_Bedu-1000x416-wm.jpg,Каждый ребёнок должен знать,"Викторины,Детские игры,Семейные игры",190 ,2-4,,3+,2021,Десятое королевство,"4 фишки,Игральный кубик,Игровое поле,Правила игры ,Размер коробки: 235x350x37 мм,Размер игрового поля: 590x450 мм,Вес: 0.1 кг",https://hobbygames.ru/viktorina-v-kartinkah-chtobi-ne-popast-v-bedu,Viktorina
Числиус PRO,https://hobbygames.ru/image/cache/hobbygames_beta/data/Prostue_pravila/Chislius_PRO/chislius_pro-1000x416-wm.JPG,Магия устного счёта,Детские игры,590 ,2-6,15,8+,2022,Простые Правила,"20 карт с фантастическими тварями,40 карт с монетами,Правила игры ,Размер коробки: 98х126х29 мм,Вес: 0.15 кг",https://hobbygames.ru/chislius-pro,Chislius PRO
Офис!,https://hobbygames.ru/image/cache/hobbygames_beta/data/Zvezda/Ofis!/Ofis-1000x416-wm.jpg,Кто же станет боссом?,"Вечериночные игры,Игры для компании,Карточные игры,Семейные игры",364 ,3-5,10+,8+,2020,Zvezda,"100 карточек офисных работников,8 карточек карьерной лестницы,30 цветных жетонов,Правила игры ,Размер коробки: 160x160x60 мм,Вес: 0.3 кг",https://hobbygames.ru/ofis,Ofis!
Формула скорости,https://hobbygames.ru/image/cache/hobbygames_beta/data/Fabrika_Igr/Formula_skorosti/Formula_Skorosti-1000x416-wm.jpg,Сядьте за руль настоящего болида!,Семейные игры,2 390 ,2-6,30+,8+,2019,Фабрика игр,"Двустороннее игровое поле,Блокнот подсчёта,6 жетонов пилотов,6 фишек болидов,54 игровые карточки,Правила игры ,Размер коробки: 295х70х295 мм,Вес: 1.42 кг",https://hobbygames.ru/formula-skorosti,Formula skorosti
Bicycle Star Wars Silver (чёрная колода),https://hobbygames.ru/image/cache/hobbygames_beta/data/Cardician/Karti/Star_Wars_Cards_Silver_Black-1000x416-wm.jpg,Выбери тёмную сторону силы,"Карты,Дизайнерские колоды,Фигурки и сувениры",1 490 ,,,18+,2021,Cardician,"54 карты ,Размер коробки: 91x65x18 мм,Размер карт: 88,8x63,5 мм,Вес: 0.1 кг",https://hobbygames.ru/bicycle-star-wars-silver-chjornaja-koloda,Bicycle Star Wars Silver (chernaja koloda)
Мёртвый сезон: Война колоний,https://hobbygames.ru/image/cache/hobbygames_beta/data/CrowD_Games/Myortvyj_Sezon/Vojna_kolonij/Dead_season_colonial_war_1-1000x416-wm.jpg,Команда против команды,"Мёртвый сезон,Игры для компании,Карточные игры,Кооперативные игры,Приключенческие игры",2 500 ,4-11,60-120,14+,2020,Crowd Games,"20 карт ""перекрёстков"",11 карт кризисов,4 карты основных целей,10 планшетов игроков,15 карт выживших,43 карты предметов,10 карт тактики,8 карт секретных целей одинокого волка,14 карт миссий одинокого волка,Планшет логова одинокого волка,33 жетона патронов,Счётчик боевой силы,2 жетона для счётчиков,15 фигурок выживших,15 пластиковых подставок для фигурок,Песочные часы,2 боевых кубика,Правила игры ,Размер коробки: 255x255x50 мм,Размер карт: 63x88 мм (рекомендуются протекторы из данного раздела,180 шт.),Вес: 0.5 кг",https://hobbygames.ru/mertvij-sezon-vojna-kolonij,Mertvyj sezon: Vojna kolonij
Лови мышей,https://hobbygames.ru/image/cache/hobbygames_beta/data/Zvezda/Lovi_myshey/Lovi_Michey-1000x416-wm.jpg,"Кто успел, тот и съел!","Детские игры,Семейные игры",890 ,2-4,15-20,7+,2019,Zvezda,"30 фишек мышей,2 специальных кубика,4 карты игрока,Правила игры ,Размер коробки: 160x160x65 мм,Вес: 0.242 кг",https://hobbygames.ru/lovi-mishej,Lovi myshej
Однажды в Чикаго: Ограбление поезда,https://hobbygames.ru/image/cache/hobbygames_beta/data/Pravilnye_igry/Odnazhdy_v_Chikago/Odnazhdy_v_Chikago_Ograblenie_poezda/Odnajdi_V_Chikago_Ograblenie_Poezda-1000x416-wm.jpg,В экспрессе была куча денег!,"Детективные игры,Игры для взрослых,Игры для компании,Однажды в Чикаго,Логические игры,Приключенческие игры",550 ,1-6,100,18+,2021,Правильные Игры,"Дело №5 ""Ограбление поезда"",Газета Chicago Tribune,7 конвертов с уликами,Конверт с ответами,Вес: 0.12 кг",https://hobbygames.ru/odnazhdi-v-chikago-ograblenie-poezda,Odnazhdy v Chikago: Ograblenie poezda
