Name_HG,Image_HG,Slogan,Tags,Price,Player,Time,Age,Year,Manufacture,Equipment,Url_game_hg,Transliterated_name
Тайная власть. Новый мировой порядок,https://hobbygames.ru/image/cache/hobbygames_beta/data/CrowD_Games/Taynaya_Vlast/Taynaya_Vlast00-1000x416-wm.jpg,"""Комитет"" не дремлет!","Дуэльные игры,Карточные игры,Стратегические игры",1 990 ,2-4,60-90,16+,2020,Crowd Games,"4 планшета проектов мирового господства,55 карт основных объектов,34 карты второстепенных объектов,6 жетонов спецопераций,46 карт союзов,3 жетона союзов,8 жетонов теневых агентов,8 карт памяток,Блокнот для подсчёта очков,Большая фишка куратора,40 фишек (по 10 фишек 4 цветов) агентов,18 карт мини-дополнения ""Профессионалы"",Правила игры,Правила приложения ,Размер коробки: 250x250x60 мм,Размер карт: 63x88 мм (рекомендуются протекторы из данного раздела,63 шт.),Размер карт: 44x67 мм (рекомендуются протекторы из данного раздела,98 шт.),Вес: 0.82 кг",https://hobbygames.ru/tajnaja-vlast-novij-mirovoj-porjadok,Tajnaja vlast'. Novyj mirovoj porjadok
Activity + Тик...Так Бумм: Вечеринка,https://hobbygames.ru/image/cache/hobbygames_beta/data/Piatnik/Activity_tik_tak/Tik_Tak_Bum_Activity_Vecherinka-1000x416-wm.jpg,Давайте веселиться,"Вечериночные игры,Игры для компании,Интерактивные игры,Командные игры,Тик...Так Бумм,Activity (Активити),Семейные игры",2 990 ,4-16,30-50,12+,2019,Piatnik,"Игровое поле,110 двухсторонних карт,Электронный таймер,Песочные часы,Кубик,4 фишки,Правила игры ,Размер коробки: 263x263x82 мм,Вес: 0.63 кг",https://hobbygames.ru/activity-tik-tak-bumm-vecherinka,Activity + Tik...Tak Bumm: Vecherinka
Однажды в замке,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Odnazhdy_V_Zamke/Odnazhdy_V_Zamke00-1000x416-wm.jpg,Построй идеальный замок!,"Детские игры,Семейные игры",2 050 ,2-4,30-40,6+,2019,Стиль Жизни,"Блокнот ""замков"" с двухсторонними листами,4 набора по 10 цветных фишек,4 двухсторонних планшета,2 кубика,36 карт гостей,Правила игры ,Размер коробки: 19x27x60 мм,Вес: 0.95 кг",https://hobbygames.ru/odnazhdi-v-zamke,Odnazhdy v zamke
Шахматы Гроссмейстерские (турнирные),https://hobbygames.ru/image/cache/hobbygames_beta/data/Neskuchnye_Igry/Shahmaty/4631153624681_00-1000x416-wm.jpg,Игра умов и нервов,"Шахматы,Классические игры,Логические игры",1 990 ,2+,,5+,2021,Нескучные Игры,"Игровое поле размером 395x395x27 мм,32 деревянные фигуры ,Размер коробки: 395x197x54 мм,Вес: 1.1 кг",https://hobbygames.ru/shahmati-grossmejsterskie-turnirnie,Shahmaty Grossmejsterskie (turnirnye)
Анх: Боги Египта,https://hobbygames.ru/image/cache/hobbygames_beta/data/Lavka_Games/Anh_Bogi_Egipta/HG/Ankh-1000x416-wm.jpg,Кто останется при монотеизме?,"Анх: Боги Египта,Игры для компании,Приключенческие игры,Стратегические игры,Хардкорные игры",9 990 ,2-5,90,12+,2022,Lavka Games,"5 фигурок богов,30 воинов богов,10 больших подставок,10 малых подставок,2 фигурки андросфинкса,3 фигурки мумии,3 фигурки Сатиса,2 фигурки гигантского скорпиона,3 фигурки мумии кошки,2 фигурки Апопа,30 фигурок верблюдов,Планшет поклонения,Игровое поле,Центральный планшет,5 планшетов богов,5 планшетов слияния богов,5 карт-памяток,35 карт сражений,75 жетонов анхов,5 пластиковых жетонов анхов,70 жетонов верующих,Пластиковая фишка событий,4 фишки действий,10 жетонов пирамид,10 жетонов храмов,10 жетонов обелисков,4 пластиковые подставки для фишек действий,2 жетона городов,8 жетонов очередности конфликта,Жетон Амона,3 жетона солнца,Жетон определителя ничьей в сражении,3 жетона загробного мира,Книга сценариев,Правила игры ,Размер коробки: 322x322x124 мм,Размер карт: 57x89 (рекомендуются протекторы из данного раздела,35 шт.),Размер карт: 70x120 мм (рекомендуются протекторы из данного раздела,11 шт.),Вес: 2.95 кг",https://hobbygames.ru/anh-bogi-egipta,Anh: Bogi Egipta
Fallout: Война в Пустоши,https://hobbygames.ru/image/cache/hobbygames_beta/data/Pandoras_box/Fallout_Voina_v_pystoshy/HG/Fallout_Voyna_V_Pustoshi-1000x416-wm.jpg,Выжить или умереть,"Дуэльные игры,Кооперативные игры,Fallout,Приключенческие игры,Стратегические игры",6 400 ,1-2,60-120,14+,2021,Pandora's Box,"12 пластиковых миниатюр,28 карт (ИИ,боевые единицы и памятки),100 карт (предметы,усиления,Герои,задания,способности,лидеры,разведка,события и Пустошь),10 особых кубиков,2 листа с жетонами,Составное игровое поле,Книга ""Вместе адаптируемся"",Книга приключений,Правила игры ,Размер коробки: 300x300x82 мм,Размер карт: 64x89 мм (рекомендуются протекторы из данного раздела,28 шт.),Размер карт: 44x68 мм (рекомендуются протекторы из данного раздела,100 шт.),Вес: 1.74 кг",https://hobbygames.ru/fallout-vojna-v-pustoshi,Fallout: Vojna v Pustoshi
Викторина,https://hobbygames.ru/image/cache/hobbygames_beta/data/10_Korolevstvo/Chto_takoe_horosho_viktorina/HG/Chto_Takoe_Horosho-1000x416-wm.jpg,Детям нужно знать,"Викторины,Детские игры,Семейные игры",190 ,2-4,,3+,2021,Десятое королевство,"4 фишки,Игральный кубик,Игровое поле,Правила игры ,Размер коробки: 235x350x37 мм,Размер игрового поля: 590x450 мм,Вес: 0.21 кг",https://hobbygames.ru/viktorina-v-kartinkah-chto-takoe-horosho,Viktorina
Пчёлки дома,https://hobbygames.ru/image/cache/hobbygames_beta/data/Prostue_pravila/Pchyolki_Doma/pchyolki_doma-1000x416-wm.JPG,Кто же прячется за цветочком?,Детские игры,1 990 ,2-6,20+,4+,2022,Простые Правила,"Деревянное игровое поле,24 двухсторонние деревянные фишки,Деревянный кубик,Правила игры ,Размер коробки: 251x251x62 мм,Вес: 0.92 кг",https://hobbygames.ru/pchjolki-doma,Pchelki doma
Козырные карты,https://hobbygames.ru/image/cache/hobbygames_beta/data/Top_Trumps/Top_Trumps_Vo_Vse_Tyajkie-1000x416-wm.jpg,"Я не в опасности, я и есть опасность!",Карточные игры,390 ,2-6,20+,18+,2019,ИнтерХит,"30 карт ,Размер коробки: 140х85х18 мм,Вес: 0.11 кг",https://hobbygames.ru/kozirnie-karti-vo-vse-tjazhkie,Kozyrnye karty
Абалон,https://hobbygames.ru/image/cache/hobbygames_beta/data/Style_Jizny/Abalon/2021/hg/Abalon-1000x416-wm.jpg,Сумито,"Дуэльные игры,Логические игры",2 810 ,2,20-25,7+,2021,Стиль Жизни,"14 чёрных шариков,14 белых шариков,Игровое поле,Правила игры ,Размер коробки: 350x300x54 мм,Вес: 1.03 кг",https://hobbygames.ru/abalon,Abalon
Кровь и ярость. Боги Асгарда,https://hobbygames.ru/image/cache/hobbygames_beta/data/CrowD_Games/Blood Rage/Blood-Rage-Gods-of-Asgard-1000x416-wm.jpg,Заслужите их благословение,"Кровь и Ярость,Стратегические игры,Хардкорные игры",1 750 ,2-5,60-90,14+,2020,Crowd Games,"6 фигурок,6 карт,Правила игры ,Размер коробки: 120x160x40 мм,Размер карт: 70x120 мм (рекомендуются протекторы из данного раздела,6 шт.),Вес: 0.8 кг",https://hobbygames.ru/krov-i-jarost-bogi-asgarda,Krov' i jarost'. Bogi Asgarda
Башня,https://hobbygames.ru/image/cache/hobbygames_beta/data/Neskuchnye_Igry/Bashnya/Bashnya_54-1000x416-wm.jpg,Строим небоскрёб из его же деталей,"Вечериночные игры,Игры для компании,Интерактивные игры,Jenga",690 ,2+,15+,5+,2019,Нескучные Игры,"54 детали ,Размер коробки: 270х85х85 мм,Вес: 1.04 кг",https://hobbygames.ru/bashnja-2019,Bashnja
Однажды в Чикаго: Кинодрама,https://hobbygames.ru/image/cache/hobbygames_beta/data/Pravilnye_igry/Odnazhdy_v_Chikago/Odnazhdy_v_Chikago_Kinodrama/Odnajdi_V_Chikago_Kinodrama-1000x416-wm.jpg,Отыщите знаменитую кинодиву!,"Детективные игры,Игры для взрослых,Игры для компании,Однажды в Чикаго,Логические игры,Приключенческие игры",550 ,1-6,100,18+,2021,Правильные Игры,"Дело №6 ""Кинодрама"",Секретная вырезка из газеты Chicago Tribune,5 конвертов с уликами,Конверт с ответами,Вес: 0.145 кг",https://hobbygames.ru/odnazhdi-v-chikago-kinodrama,Odnazhdy v Chikago: Kinodrama
